open_time,open,high,low,close,volume
1693699200000,25909.0,26179.72,25841.89,26017.53,33737.46209
1693785600000,26017.51,26149.86,25663.69,25861.38,47214.59311
1693872000000,25861.4,25937.83,25593.94,25826.17,56592.94289
1693958400000,25826.14,26070.0,25411.0,25798.95,67762.16277
1694044800000,25798.95,26479.18,25658.88,26299.99,24583.67772
1694131200000,26299.99,26486.37,25692.0,25945.99,12944.89544
1694217600000,25945.98,25974.34,25831.0,25938.22,2791.22407
1694304000000,25938.21,26075.0,25622.58,25880.01,5581.23306
1694390400000,25880.01,25937.0,24944.72,25201.25,15142.6844
1694476800000,25201.25,26580.32,25174.43,25870.86,17959.76608
1694563200000,25870.87,26437.71,25797.93,26254.42,10382.24417
1694649600000,26254.42,26889.05,26161.0,26559.9,8997.89631
1694736000000,26559.9,26927.63,26266.02,26637.02,5754.36427
1694822400000,26637.02,26800.0,26485.43,26583.0,2682.37531
1694908800000,26583.0,26650.0,26432.0,26555.76,2255.15895
1694995200000,26555.34,27434.86,26408.89,26788.73,9845.42423
1695081600000,26788.72,27506.54,26695.81,27233.72,9265.48231
1695168000000,27234.04,27412.88,26828.84,27152.54,6251.90351
1695254400000,27152.54,27188.23,26416.81,26602.48,5647.06747
1695340800000,26602.49,26779.99,26509.18,26620.44,2953.09572
1695427200000,26620.44,26664.69,26555.77,26610.23,1015.66102
1695513600000,26610.23,26767.28,26168.19,26287.16,1814.86947
1695600000000,26286.86,26475.82,26026.0,26338.32,3354.60893
1695686400000,26338.33,26430.41,26132.53,26254.94,2813.30136
1695772800000,26254.94,26875.69,26153.65,26407.0,4719.30695
1695859200000,26407.46,27345.11,26378.95,27053.12,5084.98359
1695945600000,27054.6,27272.72,26710.4,26942.07,3385.75207
1696032000000,26942.07,27129.76,26923.17,27003.0,1120.87266
1696118400000,27003.0,28085.13,26996.5,28024.22,2856.63857
1696204800000,28024.22,28588.0,27333.0,27532.89,7663.90094
1696291200000,27532.88,27708.02,27212.0,27468.0,3677.76252
1696377600000,27468.0,27866.43,27250.0,27811.14,3626.65814
1696464000000,27811.14,28145.03,27386.2,27445.2,3524.45091
1696550400000,27445.2,28271.42,27212.8,27961.0,4324.59168
1696636800000,27960.0,28053.11,27871.8,27988.81,1219.25714
1696723200000,27988.8,28122.64,27729.76,27952.9,2048.25137
1696809600000,27952.01,28019.95,27301.99,27626.04,3522.05037
1696896000000,27626.06,27767.97,27300.0,27382.27,2504.93979
1696982400000,27383.07,27474.98,26547.0,26891.27,3752.25825
1697068800000,26890.01,26954.99,26580.0,26787.83,2121.30489
1697155200000,26786.21,27139.05,26709.45,26878.58,2129.13364
1697241600000,26878.59,27000.0,26819.3,26877.11,689.03085
1697328000000,26877.12,27320.0,26838.0,27180.96,1495.74457
1697414400000,27180.96,29985.0,27141.38,28523.92,8653.23291
1697500800000,28523.92,28635.67,28100.0,28428.5,3527.53478
1697587200000,28426.34,29006.41,28177.04,28351.71,3179.23921
1697673600000,28351.7,28929.99,28151.8,28738.71,3201.96141
1697760000000,28738.34,30212.0,28610.18,29697.89,6002.89867
1697846400000,29697.9,30377.0,29500.0,29940.0,3147.43217
1697932800000,29939.99,30266.0,29681.62,30024.0,2508.59409
1698019200000,30024.1,34790.6,29917.65,33093.16,10427.6536
1698105600000,33094.0,35295.07,32874.0,33971.97,10988.42455
1698192000000,33967.99,35165.08,33740.74,34545.67,6012.87953
1698278400000,34545.99,34869.71,33820.38,34222.59,3617.96967
1698364800000,34219.7,34313.41,33423.03,33911.0,3380.27239
1698451200000,33911.01,34475.0,33874.59,34085.45,1763.10628
1698537600000,34085.45,34741.83,33950.0,34526.12,1757.84361
1698624000000,34526.04,34878.72,34102.35,34489.01,2601.80951
1698710400000,34489.31,34720.0,34055.56,34648.08,2374.9587
1698796800000,34649.32,35561.72,34105.28,35428.8,4643.96407
1698883200000,35428.97,35985.75,34367.1,34975.0,4370.44432
1698969600000,34975.73,34977.97,34173.0,34758.01,2388.2462
1699056000000,34758.0,35286.0,34627.03,35101.0,1030.60617
1699142400000,35102.51,35408.0,34518.81,35068.34,1833.44585
1699228800000,35068.0,35320.52,34805.81,35087.12,1707.84852
1699315200000,35088.0,35904.38,34585.71,35434.47,2441.39125
1699401600000,35434.0,36128.0,35150.0,35666.0,2686.60033
1699488000000,35663.45,38000.0,35581.12,36751.01,5715.0875
1699574400000,36751.43,37566.93,36413.54,37354.78,2825.90534
1699660800000,37359.0,37448.9,36774.95,37201.31,1302.82089
1699747200000,37199.87,37278.14,36811.94,37129.99,765.47582
1699833600000,37129.99,37458.99,36400.0,36525.0,1756.14059
1699920000000,36524.55,36788.0,34855.0,35604.15,2860.08794
