open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2020-06-15,0.19022,0.19344,0.18202,0.19238,130419971.5,1592265599999,24415172.117359,64319,62371843.6,11677424.133998,0
2020-06-16,0.19238,0.19404,0.19007,0.19238,76442039.8,1592351999999,14666578.928633,40275,37825552.1,7257334.962562,0
2020-06-17,0.19236,0.19895,0.18846,0.19315,143789678.4,1592438399999,27856615.183625,70707,67620243.5,13109199.522345,0
2020-06-18,0.19315,0.19325,0.18802,0.18975,83020048.8,1592524799999,15843553.693894,43527,36284585.3,6924160.038045,0
2020-06-19,0.18975,0.19036,0.18658,0.18722,101395871.0,1592611199999,19119359.597477,50436,42365077.7,7985718.904644,0
2020-06-20,0.18724,0.18897,0.18488,0.18792,65244804.2,1592697599999,12232229.508848,39486,27599318.4,5173523.851864,0
2020-06-21,0.18793,0.18848,0.18565,0.18602,66591992.6,1592783999999,12484413.486531,37563,28767886.5,5393725.259838,0
2020-06-22,0.18602,0.19051,0.18569,0.18928,121678902.8,1592870399999,22925902.512118,52971,54197817.0,10213485.950684,0
2020-06-23,0.18933,0.19042,0.18831,0.18889,80442337.3,1592956799999,15203951.752928,44293,37475013.7,7082627.519045,0
2020-06-24,0.18889,0.19016,0.1799,0.18348,99814387.3,1593043199999,18502915.659501,55355,46229680.8,8574631.035381,0
2020-06-25,0.18344,0.18414,0.17849,0.18156,83471401.8,1593129599999,15201347.41991,47652,35854415.7,6530918.271093,0
2020-06-26,0.18156,0.18694,0.17848,0.18249,134171894.1,1593215999999,24516731.370918,69995,59166748.6,10809718.376417,0
2020-06-27,0.18247,0.1835,0.169,0.17509,100119859.4,1593302399999,17772779.348697,60195,45308553.7,8046506.491795,0
2020-06-28,0.1751,0.17983,0.17337,0.17693,79916984.6,1593388799999,14183202.989403,46215,39843351.9,7073187.7646,0
2020-06-29,0.17694,0.17939,0.17487,0.17726,108091794.8,1593475199999,19131133.776332,58520,51339111.1,9084268.720723,0
2020-06-30,0.17737,0.17775,0.17487,0.17533,63769127.0,1593561599999,11241515.751834,39972,31361267.3,5529124.161399,0
2020-07-01,0.17533,0.17814,0.17373,0.17647,96697381.8,1593647999999,17042899.871378,51946,43150735.7,7603376.456672,0
2020-07-02,0.17645,0.1777,0.172,0.17477,109348977.7,1593734399999,19165320.483997,63345,52646370.0,9228299.136367,0
2020-07-03,0.17476,0.17865,0.1743,0.1762,93559429.8,1593820799999,16520877.857541,60782,44102653.3,7786410.444553,0
2020-07-04,0.17618,0.17964,0.17593,0.17808,101070772.2,1593907199999,17979199.30731,59563,48271756.4,8587147.591078,0
2020-07-05,0.1781,0.1788,0.17372,0.17695,109028272.5,1593993599999,19241614.017257,55659,46528028.3,8207711.805636,0
2020-07-06,0.17691,0.18934,0.17644,0.18875,180480180.6,1594079999999,33204449.903344,92229,90262066.0,16613662.786575,0
2020-07-07,0.18876,0.18969,0.18312,0.18508,119136986.1,1594166399999,22136652.803759,69944,61126763.5,11354209.887053,0
2020-07-08,0.18508,0.20669,0.18382,0.20551,340558574.1,1594252799999,67681685.844916,169765,172245397.4,34230348.705735,0
2020-07-09,0.20544,0.21186,0.19667,0.20263,366287583.8,1594339199999,74431591.147896,172726,177332786.4,36054587.202648,0
2020-07-10,0.20263,0.20272,0.19252,0.19909,212898090.1,1594425599999,42071935.192573,119526,106164474.4,20982888.918506,0
2020-07-11,0.19906,0.20482,0.19792,0.2011,171252017.6,1594511999999,34447407.904762,97942,86313829.6,17365437.871919,0
2020-07-12,0.20112,0.20401,0.19758,0.20128,123496702.1,1594598399999,24769203.868089,77831,62701448.2,12577715.966671,0
2020-07-13,0.20122,0.2066,0.191,0.19867,210692216.4,1594684799999,42306094.039462,114516,102894762.0,20666877.00459,0
2020-07-14,0.19866,0.19978,0.195,0.19909,126120726.2,1594771199999,24969935.006765,76499,62893003.9,12453058.694995,0
2020-07-15,0.19908,0.1999,0.19635,0.19721,97567941.8,1594857599999,19325266.670079,60968,46772025.3,9264521.294492,0
2020-07-16,0.19722,0.19756,0.18822,0.19444,154403446.1,1594943999999,29776964.664402,85208,72992131.1,14084527.774213,0
2020-07-17,0.19447,0.19824,0.19125,0.1944,119390267.7,1595030399999,23222588.347467,68750,59130507.1,11499308.585734,0
2020-07-18,0.19441,0.20203,0.19392,0.1999,125668578.9,1595116799999,24883703.336682,70943,64344097.1,12741902.551001,0
2020-07-19,0.19989,0.20205,0.19574,0.19956,117946275.3,1595203199999,23382843.508856,64336,55300559.9,10963489.099834,0
2020-07-20,0.19961,0.20019,0.19194,0.19465,114187102.0,1595289599999,22476358.41557,61544,55114986.4,10847724.406569,0
2020-07-21,0.19465,0.201,0.19386,0.19949,116436628.1,1595375999999,23094933.038207,63843,57629849.5,11431238.030471,0
2020-07-22,0.19946,0.20441,0.196,0.20348,127274412.3,1595462399999,25445742.450528,67772,64992632.2,12998840.217858,0
2020-07-23,0.20351,0.21584,0.20142,0.20851,231892970.4,1595548799999,47793197.433814,106526,122065882.4,25165740.079797,0
2020-07-24,0.20847,0.20855,0.20189,0.20392,162043579.9,1595635199999,33175901.359486,76974,80609499.3,16500967.548042,0
2020-07-25,0.20393,0.21756,0.2035,0.21463,237958032.7,1595721599999,50101789.935724,113462,125544258.9,26440717.027407,0
2020-07-26,0.21462,0.22499,0.21255,0.21532,277074358.0,1595807999999,60582099.786355,134839,140647554.6,30752925.846888,0
2020-07-27,0.21528,0.23,0.20861,0.22437,358365289.2,1595894399999,78837943.66513,174780,182976050.1,40297790.213806,0
2020-07-28,0.22445,0.23476,0.217,0.23029,348097855.6,1595980799999,78508822.193674,170224,174964881.3,39463366.548683,0
2020-07-29,0.23031,0.25,0.22919,0.24327,423604274.8,1596067199999,101932060.973486,206067,215952923.5,51971800.678982,0
2020-07-30,0.24323,0.24954,0.233,0.24408,339560922.2,1596153599999,82500395.916323,173380,164737547.0,40034503.217328,0
2020-07-31,0.24407,0.26042,0.24158,0.25939,295712939.1,1596239999999,73781607.937082,162247,144293586.0,36003982.334911,0
2020-08-01,0.25938,0.29739,0.25557,0.29089,698526256.7,1596326399999,192372370.249556,328933,369821278.5,101888143.681846,0
2020-08-02,0.29089,0.32628,0.2476,0.28803,1089709098.7,1596412799999,319783013.590693,531939,549730168.6,161483107.573083,0
2020-08-03,0.28809,0.31999,0.28357,0.31016,661998402.4,1596499199999,202645747.188177,338360,327802373.3,100327443.249184,0
2020-08-04,0.31008,0.31926,0.29038,0.30138,523509311.0,1596585599999,159903257.900735,273494,254540280.8,77741206.995783,0
2020-08-05,0.30137,0.30813,0.2908,0.30228,377922454.8,1596671999999,113786682.709406,206522,189169114.4,56949044.634592,0
2020-08-06,0.30233,0.31126,0.29722,0.30311,315511639.9,1596758399999,95740810.477769,183667,151500019.0,45983283.423999,0
2020-08-07,0.30309,0.31037,0.27936,0.29437,350058017.3,1596844799999,104613031.153893,209518,168807883.4,50497084.659268,0
2020-08-08,0.29444,0.2987,0.2898,0.29527,180632239.2,1596931199999,53160920.89494,116743,88103190.5,25930945.833506,0
2020-08-09,0.29532,0.29839,0.28215,0.2879,194741043.2,1597017599999,56426495.734923,121899,94878303.8,27486778.269498,0
2020-08-10,0.28792,0.30008,0.28301,0.29469,357730182.0,1597103999999,105174273.353254,171078,171459453.8,50425777.339034,0
2020-08-11,0.29468,0.30736,0.26727,0.2831,454328410.0,1597190399999,132691665.278141,235129,216418563.8,63221952.378831,0
2020-08-12,0.28308,0.28737,0.27139,0.28233,301659248.8,1597276799999,84822358.723429,158764,151810656.0,42682878.811733,0
2020-08-13,0.28233,0.29561,0.27243,0.2942,343559052.2,1597363199999,96909703.2663,188780,172958071.1,48776512.58241,0
2020-08-14,0.2942,0.3073,0.28918,0.29995,419013955.8,1597449599999,124939231.557538,213849,204276279.4,60921456.024029,0
2020-08-15,0.29995,0.30537,0.2907,0.29884,323612283.2,1597535999999,96907524.068825,175498,157929032.4,47291837.917924,0
2020-08-16,0.2989,0.3048,0.29186,0.30455,272817352.5,1597622399999,81578876.755705,162605,133539186.6,39929376.466737,0
2020-08-17,0.3046,0.32689,0.29702,0.31539,598471473.5,1597708799999,187018369.290665,297217,296503853.3,92645909.656378,0
2020-08-18,0.31535,0.32156,0.29614,0.30251,406775389.7,1597795199999,125998018.680262,219296,195616843.5,60605759.382531,0
2020-08-19,0.3025,0.30616,0.27809,0.28975,390658603.2,1597881599999,113932105.785389,216352,185337648.0,54049745.598537,0
2020-08-20,0.28969,0.29465,0.28431,0.29218,217335773.0,1597967999999,63110464.112807,120521,107883586.2,31326880.130558,0
2020-08-21,0.29217,0.29585,0.27671,0.27933,295142831.1,1598054399999,84779306.01874,154460,137361589.0,39457107.225043,0
2020-08-22,0.27935,0.28663,0.2733,0.28592,200686126.8,1598140799999,56060954.001977,109815,94932638.2,26538749.892035,0
2020-08-23,0.28589,0.28808,0.27698,0.2848,147758018.4,1598227199999,41797800.643935,80520,69707127.7,19715582.280036,0
2020-08-24,0.2848,0.292,0.28224,0.2884,163849857.2,1598313599999,47142715.931314,92702,78528431.8,22600648.831486,0
2020-08-25,0.2884,0.28959,0.27,0.27625,234190707.5,1598399999999,65341936.081103,138205,110625072.7,30862535.317666,0
2020-08-26,0.27628,0.28078,0.2739,0.27653,153029000.5,1598486399999,42419994.100277,92286,74110275.7,20548954.912659,0
2020-08-27,0.27645,0.27833,0.25453,0.26469,271350415.9,1598572799999,72352751.671078,125529,120567290.3,32133445.808261,0
2020-08-28,0.26478,0.2732,0.26,0.27174,161315866.7,1598659199999,43178213.037698,77151,77742396.6,20810474.749247,0
2020-08-29,0.27166,0.27685,0.26865,0.2738,120917456.4,1598745599999,33040428.367236,64610,59376533.3,16227682.974132,0
2020-08-30,0.27375,0.28389,0.27375,0.28302,157541548.0,1598831999999,43985400.051606,82437,78325677.5,21870245.408232,0
2020-08-31,0.28302,0.2845,0.27804,0.28115,164541572.9,1598918399999,46334854.982068,87673,78014712.3,21968859.181579,0
2020-09-01,0.28115,0.29884,0.27574,0.29521,292160051.6,1599004799999,85019226.045613,161826,136533444.3,39722203.332893,0
2020-09-02,0.29515,0.304,0.2622,0.27595,367857288.9,1599091199999,104193607.454721,196976,173598911.5,49203884.795006,0
2020-09-03,0.27594,0.2765,0.238,0.24409,375303316.2,1599177599999,98000534.91627,179191,178836893.6,46757757.2302,0
2020-09-04,0.24404,0.26582,0.24012,0.25385,347276927.6,1599263999999,87432536.780235,169671,168601407.0,42449372.817965,0
2020-09-05,0.25385,0.25951,0.231,0.23738,343014820.3,1599350399999,83561833.045509,162265,163201549.9,39762912.002159,0
2020-09-06,0.23737,0.24358,0.22937,0.23986,245971020.2,1599436799999,58474242.64096,120160,118549019.2,28160133.486801,0
2020-09-07,0.23987,0.24292,0.22962,0.24198,217149074.3,1599523199999,51478872.451686,103411,101424963.6,24038305.067779,0
2020-09-08,0.24202,0.24365,0.2312,0.23657,185386436.1,1599609599999,43907960.315417,92056,91866919.7,21763511.12075,0
2020-09-09,0.23658,0.24278,0.23303,0.23901,120931648.7,1599695999999,28868110.3727,64645,60673609.4,14484906.074897,0
2020-09-10,0.239,0.24871,0.23878,0.24302,150794017.7,1599782399999,36881925.995935,68510,74680293.6,18267442.279756,0
2020-09-11,0.24302,0.2444,0.23683,0.24252,102995486.8,1599868799999,24851112.714879,49778,47173658.5,11379904.465721,0
2020-09-12,0.24252,0.24879,0.24019,0.24752,90026751.2,1599955199999,21958265.412655,46745,45325697.8,11056234.0527,0
2020-09-13,0.24749,0.2535,0.23757,0.24218,134508183.7,1600041599999,32977928.093221,72773,64995896.2,15954794.054468,0
2020-09-14,0.24214,0.2484,0.23901,0.24564,128679809.9,1600127999999,31519192.260207,64976,61263918.7,15009057.050499,0
2020-09-15,0.24562,0.2494,0.24225,0.24331,123397806.3,1600214399999,30328603.084105,63512,59580898.7,14646252.389534,0
2020-09-16,0.24331,0.25117,0.2341,0.24686,155437121.5,1600300799999,37716252.838501,76921,77589036.1,18804816.406254,0
2020-09-17,0.24682,0.2586,0.24601,0.25214,195903905.1,1600387199999,49350788.132887,96692,97500979.7,24560074.804113,0
2020-09-18,0.25208,0.25522,0.2463,0.25065,123918267.6,1600473599999,31139489.423272,66003,59476256.7,14947967.511508,0
2020-09-19,0.25065,0.25497,0.24733,0.25112,94380999.1,1600559999999,23685321.042841,51311,46979365.4,11790365.497766,0
2020-09-20,0.25112,0.25125,0.2423,0.24652,100830684.4,1600646399999,24906611.324016,53886,48975726.9,12097997.562642,0
2020-09-21,0.24657,0.24809,0.22915,0.23102,232559544.3,1600732799999,55501544.15145,106251,108510451.2,25921890.704876,0
2020-09-22,0.23104,0.23459,0.22916,0.23302,113084575.2,1600819199999,26224389.789565,52422,55614873.0,12897037.342249,0
2020-09-23,0.23301,0.2352,0.22017,0.22164,148246113.4,1600905599999,34012112.732716,66307,72284088.4,16599115.015232,0
2020-09-24,0.22164,0.23401,0.21944,0.23276,173682650.7,1600991999999,39352163.147503,78138,85082826.8,19274706.145667,0
2020-09-25,0.23277,0.24477,0.2295,0.24154,146717481.1,1601078399999,34780905.367382,89555,74440639.3,17651851.363484,0
2020-09-26,0.24154,0.24568,0.23764,0.24153,113365429.6,1601164799999,27432232.220307,56585,53841371.7,13028234.180989,0
2020-09-27,0.24147,0.24474,0.23729,0.24334,91772023.9,1601251199999,22146900.091589,46122,45724539.7,11036611.053777,0
2020-09-28,0.24329,0.24851,0.23979,0.24107,121590934.4,1601337599999,29741294.957383,57603,60122172.3,14710492.273017,0
2020-09-29,0.2411,0.24662,0.2383,0.24285,109204653.3,1601423999999,26469745.144946,54577,52695941.3,12771963.861662,0
